age,gender,category,purchase_amount,location,size,season,review_rating,subscription,payment_method,shipping_type,discount_apply,previous_purchase,preffered_payment,freq_purchase,cluster
31,Female,Clothing,72.0,Midwest,S,Summer,3.3,No,PayPal,2-Day Shipping,No,6.0,Venmo,Fortnightly,0
68,Female,Clothing,91.0,West,M,Summer,2.7,No,Debit Card,2-Day Shipping,No,50.0,Debit Card,Bi-Weekly,1
57,Female,Accessories,83.0,Midwest,L,Winter,2.8,No,Venmo,2-Day Shipping,No,41.0,Bank Transfer,Monthly,1
22,Female,Outerwear,62.0,Southwest,S,Winter,3.5,No,Venmo,2-Day Shipping,No,50.0,PayPal,Annually,1
26,Female,Clothing,71.0,Southeast,M,Fall,3.0,No,Debit Card,Store Pickup,No,33.0,Credit Card,Monthly,1
43,Female,Accessories,93.0,West,M,Summer,4.5,No,Cash,Express,No,25.0,Venmo,Quarterly,0
45,Female,Accessories,63.0,Southeast,L,Fall,4.3,No,Credit Card,2-Day Shipping,No,2.0,PayPal,Weekly,0
64,Female,Clothing,96.0,Southeast,XL,Fall,4.1,No,Debit Card,Standard,No,15.0,Credit Card,Annually,0
28,Female,Clothing,78.0,Midwest,M,Spring,4.3,No,Venmo,Next Day Air,No,12.0,PayPal,Weekly,0
47,Female,Clothing,24.0,Southeast,L,Summer,5.0,No,PayPal,Free Shipping,No,28.0,Cash,Bi-Weekly,2
53,Female,Clothing,63.0,Northeast,S,Summer,3.8,No,Cash,2-Day Shipping,No,12.0,Bank Transfer,Bi-Weekly,0
42,Female,Accessories,58.0,Southeast,M,Fall,4.9,No,Venmo,Standard,No,3.0,Debit Card,Annually,3
51,Female,Footwear,55.0,Southwest,S,Spring,5.0,No,Debit Card,2-Day Shipping,No,20.0,Cash,Weekly,3
62,Female,Footwear,58.0,Southwest,M,Fall,4.3,No,Debit Card,Express,No,3.0,Bank Transfer,Bi-Weekly,3
18,Female,Outerwear,28.0,Southeast,S,Winter,4.1,No,PayPal,Express,No,32.0,Bank Transfer,Fortnightly,2
48,Female,Clothing,37.0,Midwest,M,Spring,4.5,No,PayPal,Standard,No,35.0,Cash,Monthly,2
20,Female,Clothing,78.0,Northeast,M,Spring,3.6,No,PayPal,Store Pickup,No,31.0,PayPal,Monthly,1
32,Female,Clothing,73.0,West,XL,Fall,3.0,No,Bank Transfer,Free Shipping,No,13.0,Credit Card,Annually,0
26,Female,Outerwear,20.0,Southwest,M,Spring,3.7,No,Credit Card,Next Day Air,No,3.0,Venmo,Fortnightly,3
31,Female,Clothing,60.0,Southeast,L,Winter,4.3,No,Venmo,Standard,No,48.0,Venmo,Bi-Weekly,1
55,Female,Accessories,71.0,Southwest,S,Fall,4.6,No,Cash,Store Pickup,No,15.0,PayPal,Bi-Weekly,0
49,Female,Clothing,89.0,Midwest,M,Fall,4.7,No,Bank Transfer,Standard,No,13.0,Venmo,Annually,0
42,Female,Clothing,53.0,Southwest,M,Fall,4.6,No,Bank Transfer,Express,No,21.0,Venmo,Monthly,3
64,Female,Accessories,87.0,Southeast,M,Summer,3.0,No,Bank Transfer,Express,No,29.0,Cash,Fortnightly,1
68,Female,Accessories,37.0,Southeast,L,Spring,3.4,No,PayPal,Standard,No,24.0,Venmo,Quarterly,3
68,Female,Clothing,37.0,Midwest,L,Fall,3.8,No,Venmo,Express,No,21.0,PayPal,Annually,3
41,Female,Accessories,78.0,Midwest,M,Spring,3.1,No,Credit Card,Express,No,5.0,Bank Transfer,Bi-Weekly,0
51,Female,Footwear,23.0,West,S,Spring,4.4,No,Venmo,Standard,No,47.0,Cash,Quarterly,2
44,Female,Clothing,73.0,Midwest,L,Spring,4.5,No,Bank Transfer,Standard,No,34.0,Credit Card,Every 3 Months,1
27,Female,Accessories,27.0,Northeast,M,Fall,2.8,No,Debit Card,2-Day Shipping,No,45.0,PayPal,Fortnightly,2
36,Female,Outerwear,59.0,West,S,Winter,2.7,No,Debit Card,Next Day Air,No,12.0,PayPal,Annually,3
19,Female,Accessories,53.0,Midwest,M,Spring,3.4,No,Bank Transfer,Standard,No,31.0,Debit Card,Weekly,2
49,Female,Clothing,42.0,Southeast,S,Summer,4.6,No,Debit Card,Standard,No,43.0,Bank Transfer,Annually,2
18,Female,Accessories,45.0,Southwest,M,Fall,5.0,No,Bank Transfer,Next Day Air,No,5.0,Credit Card,Annually,3
36,Female,Accessories,89.0,Midwest,S,Winter,3.5,No,Credit Card,Standard,No,36.0,Debit Card,Quarterly,1
36,Female,Clothing,85.0,Midwest,L,Fall,3.3,No,Bank Transfer,Store Pickup,No,12.0,Cash,Annually,0
19,Female,Outerwear,69.0,Southeast,S,Summer,4.5,No,Cash,Free Shipping,No,31.0,Cash,Bi-Weekly,1
43,Female,Footwear,66.0,Southeast,S,Spring,3.1,No,Cash,Store Pickup,No,31.0,Cash,Bi-Weekly,1
31,Female,Clothing,42.0,Southeast,S,Summer,4.0,No,Bank Transfer,Free Shipping,No,15.0,Debit Card,Weekly,3
63,Female,Clothing,40.0,Midwest,M,Spring,2.5,No,Credit Card,Express,No,11.0,Cash,Weekly,3
41,Female,Clothing,82.0,Northeast,M,Winter,4.4,No,PayPal,Store Pickup,No,18.0,Venmo,Monthly,0
48,Female,Footwear,88.0,Southeast,M,Spring,4.4,No,Debit Card,Express,No,9.0,Cash,Quarterly,0
68,Female,Footwear,99.0,Southeast,XL,Summer,3.2,No,Credit Card,Free Shipping,No,11.0,Cash,Weekly,0
53,Female,Accessories,85.0,Southeast,S,Spring,3.8,No,PayPal,Store Pickup,No,38.0,Debit Card,Bi-Weekly,1
36,Female,Accessories,57.0,West,M,Fall,4.6,No,PayPal,Store Pickup,No,42.0,PayPal,Quarterly,2
46,Female,Clothing,56.0,Northeast,S,Summer,4.9,No,PayPal,Standard,No,41.0,Cash,Monthly,2
21,Female,Footwear,79.0,Northeast,L,Winter,3.5,No,Cash,Free Shipping,No,45.0,PayPal,Monthly,1
52,Female,Clothing,67.0,Midwest,S,Summer,3.4,No,Credit Card,Store Pickup,No,41.0,Debit Card,Bi-Weekly,1
66,Female,Accessories,61.0,West,M,Winter,3.9,No,Venmo,Next Day Air,No,35.0,Debit Card,Weekly,1
19,Female,Clothing,37.0,Southwest,L,Winter,3.9,No,Venmo,Express,No,21.0,Credit Card,Every 3 Months,3
44,Female,Clothing,75.0,Midwest,L,Fall,4.2,No,Debit Card,Free Shipping,No,13.0,Credit Card,Bi-Weekly,0
50,Female,Clothing,21.0,Northeast,XL,Winter,3.4,No,Debit Card,Standard,No,23.0,Debit Card,Fortnightly,3
51,Female,Clothing,89.0,Southeast,L,Winter,4.9,No,Debit Card,Standard,No,6.0,PayPal,Weekly,0
25,Female,Footwear,24.0,Southeast,L,Fall,2.9,No,Debit Card,Store Pickup,No,39.0,Bank Transfer,Annually,2
62,Female,Clothing,27.0,Southeast,XL,Spring,4.9,No,Cash,Store Pickup,No,7.0,Cash,Quarterly,3
48,Female,Clothing,26.0,West,L,Summer,4.6,No,Bank Transfer,2-Day Shipping,No,32.0,PayPal,Every 3 Months,2
62,Female,Footwear,82.0,West,M,Spring,3.6,No,Venmo,Store Pickup,No,43.0,Credit Card,Quarterly,1
22,Female,Clothing,28.0,Northeast,M,Winter,4.3,No,Bank Transfer,Express,No,15.0,Cash,Monthly,3
48,Female,Accessories,65.0,Midwest,M,Fall,4.6,No,PayPal,Standard,No,48.0,Bank Transfer,Annually,1
48,Female,Clothing,82.0,West,XL,Winter,4.7,No,Cash,Store Pickup,No,35.0,Credit Card,Weekly,1
62,Female,Accessories,38.0,West,M,Winter,3.5,No,Credit Card,Free Shipping,No,41.0,PayPal,Quarterly,2
24,Female,Clothing,33.0,Southeast,XL,Spring,2.8,No,Debit Card,Free Shipping,No,14.0,Cash,Weekly,3
39,Female,Footwear,38.0,West,M,Summer,4.0,No,Cash,Free Shipping,No,22.0,PayPal,Monthly,3
35,Female,Accessories,48.0,West,M,Spring,4.3,No,PayPal,Store Pickup,No,16.0,Venmo,Every 3 Months,3
47,Female,Footwear,35.0,Southeast,M,Summer,3.8,No,PayPal,Standard,No,2.0,Bank Transfer,Bi-Weekly,3
22,Female,Clothing,29.000000000000004,Northeast,L,Fall,3.0,No,Bank Transfer,Next Day Air,No,13.0,PayPal,Every 3 Months,3
38,Female,Clothing,48.0,West,S,Fall,4.6,No,Credit Card,Next Day Air,No,38.0,Debit Card,Fortnightly,2
53,Female,Footwear,87.0,Midwest,M,Fall,4.8,No,Bank Transfer,Standard,No,43.0,Bank Transfer,Weekly,1
31,Female,Accessories,62.0,Northeast,M,Fall,4.7,No,Bank Transfer,Next Day Air,No,26.0,Bank Transfer,Quarterly,1
31,Female,Clothing,96.0,Midwest,M,Spring,3.9,No,Cash,Free Shipping,No,39.0,Cash,Weekly,1
65,Female,Accessories,41.0,West,S,Fall,4.0,No,Bank Transfer,Next Day Air,No,50.0,Venmo,Monthly,2
48,Female,Accessories,42.0,Midwest,L,Winter,3.7,No,Cash,2-Day Shipping,No,40.0,Bank Transfer,Every 3 Months,2
18,Female,Clothing,57.0,Midwest,L,Winter,3.7,No,Venmo,2-Day Shipping,No,12.0,Cash,Fortnightly,3
46,Female,Accessories,65.0,West,S,Spring,4.2,No,Bank Transfer,Store Pickup,No,33.0,Credit Card,Every 3 Months,1
52,Female,Clothing,54.0,Northeast,M,Fall,4.7,No,Venmo,Standard,No,49.0,Bank Transfer,Weekly,2
50,Female,Clothing,22.0,Midwest,L,Winter,4.3,No,Cash,Next Day Air,No,43.0,Venmo,Bi-Weekly,2
49,Female,Footwear,96.0,Northeast,S,Fall,4.9,No,Credit Card,2-Day Shipping,No,14.0,Venmo,Monthly,0
69,Female,Accessories,81.0,Southeast,M,Summer,3.9,No,Venmo,2-Day Shipping,No,21.0,Credit Card,Every 3 Months,0
36,Female,Clothing,46.0,Southeast,M,Fall,3.4,No,Bank Transfer,Free Shipping,No,31.0,Debit Card,Quarterly,2
30,Female,Clothing,74.0,West,XL,Spring,4.2,No,Bank Transfer,Store Pickup,No,29.0,Credit Card,Fortnightly,1
25,Female,Footwear,50.0,Southeast,XL,Winter,4.7,No,Venmo,Express,No,32.0,Cash,Monthly,2
19,Female,Clothing,80.0,Midwest,XL,Winter,4.0,No,PayPal,Next Day Air,No,16.0,Debit Card,Bi-Weekly,0
34,Female,Footwear,56.0,Southeast,S,Summer,4.0,No,Venmo,Free Shipping,No,38.0,PayPal,Bi-Weekly,2
29,Female,Clothing,69.0,Southeast,M,Winter,3.1,No,Debit Card,Next Day Air,No,34.0,Debit Card,Every 3 Months,1
50,Female,Clothing,97.0,West,M,Spring,4.2,No,Bank Transfer,Standard,No,30.0,PayPal,Quarterly,1
31,Female,Clothing,66.0,Midwest,M,Winter,3.7,No,Credit Card,Next Day Air,No,14.0,Bank Transfer,Fortnightly,0
41,Female,Accessories,70.0,Southeast,S,Spring,3.1,No,PayPal,Express,No,33.0,Bank Transfer,Monthly,1
52,Female,Footwear,50.0,Southeast,M,Winter,3.7,No,Credit Card,Store Pickup,No,35.0,Venmo,Weekly,2
27,Female,Clothing,85.0,Northeast,M,Spring,3.2,No,Bank Transfer,Store Pickup,No,13.0,Cash,Quarterly,0
49,Female,Accessories,59.0,West,M,Summer,2.8,No,PayPal,Standard,No,30.0,Cash,Fortnightly,2
69,Female,Clothing,74.0,Midwest,L,Summer,2.9,No,Credit Card,Free Shipping,No,30.0,Credit Card,Monthly,1
45,Female,Accessories,38.0,West,L,Winter,3.5,No,PayPal,Standard,No,47.0,Bank Transfer,Annually,2
20,Female,Clothing,99.0,Northeast,M,Spring,3.8,No,PayPal,Express,No,1.0,PayPal,Every 3 Months,0
25,Female,Clothing,97.0,West,S,Spring,4.7,No,Cash,Free Shipping,No,1.0,Cash,Weekly,0
38,Female,Accessories,67.0,Northeast,L,Summer,4.5,No,Cash,Free Shipping,No,33.0,PayPal,Annually,1
55,Female,Clothing,20.0,West,S,Winter,3.9,No,Credit Card,Next Day Air,No,43.0,Bank Transfer,Weekly,2
62,Female,Accessories,45.0,Southwest,L,Spring,3.4,No,Bank Transfer,Express,No,37.0,PayPal,Weekly,2
54,Female,Footwear,52.0,Midwest,XL,Winter,4.6,No,Credit Card,2-Day Shipping,No,23.0,Cash,Quarterly,3
61,Female,Clothing,68.0,Northeast,L,Fall,4.6,No,Credit Card,Standard,No,12.0,Credit Card,Annually,0
50,Female,Footwear,98.0,Southwest,L,Fall,4.7,No,Venmo,Standard,No,30.0,Venmo,Fortnightly,1
65,Female,Footwear,83.0,Southeast,M,Fall,3.2,No,Venmo,Express,No,7.0,Cash,Weekly,0
68,Female,Clothing,51.0,Southeast,M,Summer,5.0,No,Bank Transfer,Express,No,20.0,Debit Card,Monthly,3
55,Female,Accessories,21.0,Midwest,L,Spring,4.5,No,Venmo,Express,No,10.0,Venmo,Monthly,3
57,Female,Accessories,92.0,Southeast,M,Spring,3.5,No,Venmo,Standard,No,40.0,Credit Card,Every 3 Months,1
56,Female,Footwear,63.0,Midwest,S,Spring,4.5,No,Venmo,Store Pickup,No,21.0,Venmo,Monthly,0
29,Female,Accessories,56.0,Northeast,S,Spring,3.2,No,Venmo,Express,No,17.0,Credit Card,Bi-Weekly,3
24,Female,Clothing,95.0,West,M,Spring,4.6,No,Bank Transfer,Free Shipping,No,5.0,Bank Transfer,Weekly,0
59,Female,Clothing,66.0,Southeast,M,Winter,4.0,No,Cash,Next Day Air,No,22.0,PayPal,Annually,0
62,Female,Outerwear,28.0,West,S,Spring,4.2,No,Bank Transfer,Express,No,5.0,Venmo,Weekly,3
58,Female,Accessories,83.0,West,M,Winter,4.1,No,Credit Card,Standard,No,18.0,PayPal,Every 3 Months,0
64,Female,Clothing,55.0,Midwest,XL,Fall,3.6,No,PayPal,2-Day Shipping,No,42.0,Cash,Every 3 Months,2
48,Female,Footwear,28.0,Northeast,M,Spring,3.7,No,Venmo,2-Day Shipping,No,22.0,Debit Card,Annually,3
60,Female,Accessories,79.0,Midwest,M,Summer,3.6,No,Bank Transfer,Free Shipping,No,37.0,Bank Transfer,Bi-Weekly,1
52,Female,Accessories,31.000000000000004,Northeast,L,Summer,3.8,No,Debit Card,Standard,No,23.0,Credit Card,Annually,3
63,Female,Clothing,37.0,West,M,Fall,3.0,No,Venmo,Standard,No,47.0,Debit Card,Fortnightly,2
44,Female,Clothing,34.0,West,M,Summer,3.4,No,Credit Card,2-Day Shipping,No,11.0,Bank Transfer,Fortnightly,3
63,Female,Footwear,74.0,Southeast,S,Winter,4.8,No,Venmo,Standard,No,32.0,Cash,Weekly,1
66,Female,Accessories,31.000000000000004,West,L,Spring,2.6,No,Credit Card,Store Pickup,No,20.0,Venmo,Weekly,3
22,Female,Accessories,66.0,Southeast,M,Winter,2.9,No,Credit Card,Next Day Air,No,3.0,PayPal,Quarterly,0
62,Female,Footwear,99.0,Midwest,M,Spring,4.9,No,Cash,Free Shipping,No,32.0,Bank Transfer,Weekly,1
39,Female,Clothing,55.0,Southwest,M,Spring,5.0,No,Bank Transfer,Free Shipping,No,5.0,Credit Card,Fortnightly,3
25,Female,Clothing,23.0,Southeast,L,Spring,4.6,No,PayPal,Next Day Air,No,45.0,Cash,Quarterly,2
70,Female,Clothing,88.0,West,M,Fall,4.2,No,Bank Transfer,Express,No,43.0,Cash,Bi-Weekly,1
52,Female,Outerwear,26.0,West,M,Summer,4.9,No,PayPal,Next Day Air,No,1.0,PayPal,Every 3 Months,3
68,Female,Accessories,94.0,West,L,Summer,4.8,No,Credit Card,Standard,No,9.0,Venmo,Quarterly,0
18,Female,Clothing,25.0,West,M,Fall,3.0,No,Debit Card,Next Day Air,No,13.0,Venmo,Every 3 Months,3
18,Female,Clothing,96.0,Midwest,XL,Fall,3.5,No,Cash,Express,No,5.0,Credit Card,Annually,0
63,Female,Footwear,29.000000000000004,Southeast,L,Spring,3.4,No,Cash,Standard,No,39.0,Credit Card,Fortnightly,2
47,Female,Footwear,36.0,Southeast,M,Winter,3.4,No,PayPal,Free Shipping,No,7.0,Bank Transfer,Weekly,3
43,Female,Clothing,90.0,Northeast,M,Summer,4.9,No,Credit Card,Standard,No,8.0,Credit Card,Every 3 Months,0
60,Female,Accessories,38.0,Midwest,S,Summer,4.4,No,PayPal,Free Shipping,No,40.0,Venmo,Annually,2
49,Female,Accessories,52.0,Northeast,S,Spring,4.2,No,Cash,Store Pickup,No,35.0,PayPal,Monthly,2
28,Female,Clothing,88.0,West,S,Spring,3.1,No,Credit Card,Next Day Air,No,14.0,Venmo,Monthly,0
32,Female,Accessories,56.0,West,S,Summer,4.0,No,Venmo,Next Day Air,No,26.0,Credit Card,Monthly,2
29,Female,Footwear,71.0,Southwest,M,Spring,4.8,No,Cash,Next Day Air,No,14.0,PayPal,Quarterly,0
35,Female,Footwear,94.0,West,M,Fall,3.3,No,Credit Card,Express,No,9.0,Bank Transfer,Fortnightly,0
23,Female,Clothing,97.0,Southwest,XL,Winter,4.7,No,PayPal,Standard,No,32.0,Debit Card,Annually,1
70,Female,Clothing,27.0,Midwest,M,Summer,3.2,No,Cash,Standard,No,15.0,Bank Transfer,Every 3 Months,3
23,Female,Clothing,28.0,Northeast,M,Spring,5.0,No,Bank Transfer,Standard,No,25.0,Credit Card,Monthly,3
43,Female,Clothing,67.0,Northeast,L,Fall,4.9,No,Cash,Free Shipping,No,27.0,PayPal,Monthly,1
29,Female,Clothing,70.0,Northeast,M,Fall,4.9,No,Cash,Express,No,39.0,Bank Transfer,Quarterly,1
61,Female,Outerwear,95.0,Southeast,M,Fall,3.7,No,Cash,Express,No,49.0,Venmo,Bi-Weekly,1
29,Female,Footwear,24.0,Northeast,L,Spring,3.0,No,Cash,Express,No,12.0,Venmo,Bi-Weekly,3
66,Female,Accessories,35.0,Midwest,S,Winter,2.6,No,PayPal,Standard,No,13.0,Bank Transfer,Weekly,3
46,Female,Footwear,22.0,Southeast,L,Winter,2.6,No,Credit Card,Standard,No,22.0,Bank Transfer,Quarterly,3
34,Female,Accessories,66.0,West,L,Fall,4.8,No,Bank Transfer,Standard,No,19.0,Credit Card,Every 3 Months,0
51,Female,Clothing,83.0,Northeast,M,Summer,3.2,No,Bank Transfer,2-Day Shipping,No,3.0,Cash,Bi-Weekly,0
26,Female,Clothing,95.0,Southeast,M,Fall,4.9,No,Venmo,Next Day Air,No,50.0,Credit Card,Weekly,1
23,Female,Clothing,41.0,West,S,Summer,3.4,No,Cash,2-Day Shipping,No,15.0,PayPal,Annually,3
52,Female,Clothing,77.0,West,L,Summer,2.7,No,Debit Card,Store Pickup,No,44.0,Credit Card,Every 3 Months,1
39,Female,Footwear,52.0,Southeast,L,Fall,4.8,No,Debit Card,Express,No,48.0,Debit Card,Monthly,2
39,Female,Accessories,41.0,Northeast,XL,Winter,4.1,No,Cash,Standard,No,4.0,Venmo,Bi-Weekly,3
33,Female,Clothing,28.0,West,M,Winter,4.6,No,PayPal,Store Pickup,No,12.0,PayPal,Bi-Weekly,3
33,Female,Clothing,90.0,Southeast,S,Summer,4.4,No,Debit Card,Standard,No,33.0,Debit Card,Annually,1
23,Female,Accessories,55.0,Midwest,M,Spring,3.5,No,Bank Transfer,2-Day Shipping,No,40.0,Cash,Annually,2
31,Female,Accessories,73.0,Northeast,M,Spring,4.8,No,Cash,Next Day Air,No,38.0,Cash,Every 3 Months,1
27,Female,Clothing,87.0,Midwest,M,Fall,2.9,No,PayPal,2-Day Shipping,No,19.0,Venmo,Every 3 Months,0
48,Female,Outerwear,89.0,Midwest,M,Winter,3.2,No,Cash,2-Day Shipping,No,38.0,Bank Transfer,Quarterly,1
61,Female,Footwear,82.0,Northeast,L,Spring,4.4,No,Cash,2-Day Shipping,No,18.0,Venmo,Fortnightly,0
63,Female,Footwear,80.0,West,M,Spring,4.6,No,Bank Transfer,Next Day Air,No,24.0,PayPal,Monthly,0
19,Female,Accessories,87.0,Southeast,L,Summer,2.6,No,PayPal,2-Day Shipping,No,29.0,Venmo,Quarterly,1
21,Female,Clothing,41.0,Midwest,M,Spring,3.1,No,Cash,Store Pickup,No,14.0,PayPal,Annually,3
28,Female,Clothing,83.0,Southeast,M,Spring,4.3,No,Bank Transfer,Standard,No,44.0,Cash,Fortnightly,1
29,Female,Accessories,71.0,West,M,Summer,3.1,No,Cash,Standard,No,18.0,Bank Transfer,Quarterly,0
23,Female,Clothing,76.0,Northeast,XL,Spring,4.6,No,Bank Transfer,Store Pickup,No,19.0,Bank Transfer,Bi-Weekly,0
37,Female,Accessories,34.0,Midwest,S,Spring,4.6,No,Cash,Express,No,4.0,Cash,Weekly,3
67,Female,Clothing,81.0,Southeast,XL,Spring,2.7,No,PayPal,Free Shipping,No,25.0,Cash,Bi-Weekly,0
34,Female,Clothing,47.0,Southeast,M,Summer,3.0,No,Debit Card,Next Day Air,No,3.0,PayPal,Monthly,3
58,Female,Clothing,36.0,West,S,Summer,3.3,No,Bank Transfer,Store Pickup,No,40.0,Debit Card,Quarterly,2
45,Female,Clothing,51.0,Southwest,M,Spring,2.7,No,Debit Card,Free Shipping,No,5.0,Cash,Weekly,3
63,Female,Clothing,86.0,Southwest,M,Fall,3.3,No,Bank Transfer,Standard,No,17.0,Debit Card,Annually,0
68,Female,Clothing,41.0,Southeast,M,Fall,4.3,No,Venmo,Store Pickup,No,36.0,Bank Transfer,Every 3 Months,2
41,Female,Footwear,90.0,Midwest,XL,Fall,4.8,No,Cash,Express,No,41.0,Venmo,Annually,1
50,Female,Accessories,93.0,West,L,Fall,3.3,No,Debit Card,Standard,No,20.0,Venmo,Bi-Weekly,0
24,Female,Accessories,56.0,Southeast,M,Fall,4.3,No,Bank Transfer,Next Day Air,No,2.0,Cash,Every 3 Months,3
21,Female,Clothing,39.0,West,M,Summer,3.0,No,Debit Card,2-Day Shipping,No,31.0,Debit Card,Monthly,2
18,Female,Outerwear,86.0,Southwest,XL,Fall,4.8,No,Credit Card,2-Day Shipping,No,23.0,Bank Transfer,Fortnightly,0
63,Female,Clothing,82.0,West,M,Spring,2.9,No,PayPal,Standard,No,30.0,Credit Card,Annually,1
47,Female,Footwear,29.000000000000004,Midwest,M,Summer,3.6,No,Credit Card,Standard,No,26.0,Cash,Every 3 Months,2
58,Female,Accessories,27.0,Midwest,M,Fall,3.5,No,Cash,Store Pickup,No,40.0,Venmo,Annually,2
46,Female,Accessories,25.0,Southeast,L,Spring,4.7,No,Bank Transfer,2-Day Shipping,No,19.0,Bank Transfer,Annually,3
35,Female,Clothing,31.000000000000004,West,M,Winter,4.4,No,Bank Transfer,Free Shipping,No,4.0,Credit Card,Monthly,3
42,Female,Clothing,23.0,Midwest,L,Winter,3.3,No,Cash,Store Pickup,No,33.0,Debit Card,Fortnightly,2
48,Female,Accessories,47.0,Southeast,M,Fall,4.3,No,Debit Card,Express,No,29.0,Debit Card,Monthly,2
28,Female,Accessories,67.0,West,M,Fall,4.0,No,Venmo,2-Day Shipping,No,47.0,PayPal,Bi-Weekly,1
44,Female,Accessories,75.0,Southeast,S,Winter,4.9,No,Cash,2-Day Shipping,No,50.0,Venmo,Weekly,1
60,Female,Footwear,82.0,Southwest,M,Summer,2.9,No,Credit Card,Express,No,28.0,Credit Card,Fortnightly,1
38,Female,Footwear,32.0,Northeast,XL,Summer,4.0,No,Venmo,2-Day Shipping,No,5.0,Cash,Fortnightly,3
46,Female,Clothing,41.0,Midwest,M,Fall,4.3,No,Bank Transfer,Store Pickup,No,12.0,Credit Card,Annually,3
39,Female,Accessories,89.0,Southwest,M,Winter,2.7,No,Venmo,2-Day Shipping,No,4.0,PayPal,Weekly,0
22,Female,Accessories,82.0,Southwest,XL,Fall,5.0,No,PayPal,Store Pickup,No,22.0,Bank Transfer,Bi-Weekly,0
44,Female,Accessories,99.0,Midwest,L,Winter,4.4,No,Debit Card,Express,No,32.0,PayPal,Weekly,1
69,Female,Clothing,98.0,Southeast,L,Fall,3.5,No,Bank Transfer,Express,No,32.0,Venmo,Quarterly,1
39,Female,Accessories,54.0,Southeast,M,Winter,3.3,No,Credit Card,Next Day Air,No,48.0,Cash,Every 3 Months,2
53,Female,Clothing,88.0,Southeast,L,Summer,3.8,No,Cash,Free Shipping,No,35.0,Credit Card,Monthly,1
52,Female,Clothing,43.0,Midwest,L,Summer,4.5,No,Credit Card,Standard,No,44.0,Debit Card,Fortnightly,2
65,Female,Accessories,73.0,Southwest,M,Winter,4.8,No,Credit Card,Store Pickup,No,29.0,Cash,Weekly,1
48,Female,Accessories,50.0,Northeast,M,Fall,2.9,No,Debit Card,Store Pickup,No,26.0,Credit Card,Monthly,2
27,Female,Footwear,73.0,West,L,Spring,3.2,No,PayPal,Express,No,3.0,Debit Card,Quarterly,0
39,Female,Accessories,51.0,West,M,Spring,2.8,No,Venmo,Free Shipping,No,1.0,Bank Transfer,Bi-Weekly,3
59,Female,Clothing,22.0,Midwest,M,Winter,3.3,No,Bank Transfer,Standard,No,17.0,PayPal,Annually,3
52,Female,Footwear,32.0,West,L,Fall,3.3,No,Cash,Free Shipping,No,17.0,Credit Card,Fortnightly,3
50,Female,Footwear,38.0,West,L,Summer,4.2,No,PayPal,2-Day Shipping,No,36.0,Cash,Weekly,2
32,Female,Footwear,66.0,West,L,Winter,3.6,No,PayPal,Express,No,32.0,Credit Card,Fortnightly,1
40,Female,Accessories,20.0,Midwest,M,Spring,4.6,No,Credit Card,Express,No,50.0,PayPal,Bi-Weekly,2
26,Female,Outerwear,44.0,Midwest,M,Summer,3.6,No,Venmo,2-Day Shipping,No,39.0,Venmo,Annually,2
47,Female,Accessories,31.000000000000004,Midwest,L,Spring,4.0,No,Credit Card,Next Day Air,No,17.0,PayPal,Monthly,3
51,Female,Outerwear,45.0,Northeast,M,Fall,2.7,No,Debit Card,Free Shipping,No,39.0,Bank Transfer,Every 3 Months,2
47,Female,Clothing,71.0,West,L,Summer,4.4,No,Credit Card,Store Pickup,No,5.0,PayPal,Annually,0
53,Female,Accessories,96.0,Southeast,XL,Fall,3.2,No,Bank Transfer,Standard,No,47.0,Debit Card,Annually,1
35,Female,Clothing,32.0,Southwest,M,Winter,2.6,No,Cash,Next Day Air,No,18.0,Venmo,Weekly,3
38,Female,Accessories,90.0,West,L,Summer,3.4,No,Credit Card,Free Shipping,No,31.0,Credit Card,Every 3 Months,1
69,Female,Accessories,68.0,West,M,Spring,5.0,No,Credit Card,2-Day Shipping,No,39.0,Debit Card,Fortnightly,1
47,Female,Clothing,45.0,Midwest,M,Winter,2.9,No,Cash,Store Pickup,No,12.0,Bank Transfer,Weekly,3
31,Female,Clothing,67.0,Northeast,M,Winter,5.0,No,Cash,Free Shipping,No,45.0,Cash,Bi-Weekly,1
68,Female,Clothing,57.0,Midwest,M,Fall,4.4,No,Debit Card,Standard,No,33.0,Credit Card,Fortnightly,2
51,Female,Clothing,60.0,Midwest,M,Summer,3.5,No,Cash,2-Day Shipping,No,3.0,PayPal,Annually,3
20,Female,Accessories,32.0,West,M,Spring,3.8,No,Bank Transfer,Express,No,5.0,Venmo,Every 3 Months,3
27,Female,Accessories,29.000000000000004,Southeast,S,Fall,3.8,No,Venmo,Store Pickup,No,23.0,Debit Card,Monthly,3
67,Female,Outerwear,20.0,Midwest,M,Spring,3.9,No,Debit Card,Next Day Air,No,39.0,Credit Card,Fortnightly,2
21,Female,Accessories,98.0,Southwest,M,Winter,3.3,No,Debit Card,Next Day Air,No,10.0,Credit Card,Annually,0
20,Female,Clothing,27.0,West,M,Fall,2.9,No,Venmo,Next Day Air,No,4.0,Credit Card,Bi-Weekly,3
35,Female,Outerwear,67.0,Midwest,XL,Spring,3.7,No,Debit Card,2-Day Shipping,No,18.0,Credit Card,Monthly,0
58,Female,Footwear,82.0,Southeast,L,Winter,3.7,No,Bank Transfer,Express,No,1.0,Debit Card,Every 3 Months,0
